CustomerID,Count,Country,State,City,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,State_freq,City_freq,Z_Score,Avg Monthly Spend,Churn Risk Category,Lifetime Revenue
2272-JKMSI,1,United States,California,Roseville,"38.736685, -121.251984",38.736685,-121.251984,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,No,0,49,4306,Don't know,7043,12,,110.33790322580644,Medium,6840.95
8714-CTZJW,1,United States,California,Pilot Hill,"38.803731, -121.043799",38.803731,-121.043799,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,No,0,80,3154,Don't know,7043,4,,79.9,High,319.6
3569-EDBPQ,1,United States,California,Pine Grove,"38.400264, -120.641274",38.400264,-120.641274,Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,No,0,31,2198,Don't know,7043,4,,80.75208333333333,Low,1938.05
3131-NWVFJ,1,United States,California,Pioneer,"38.546999, -120.271114",38.546999,-120.271114,Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,No,0,47,5620,Don't know,7043,4,,21.035714285714285,Medium,294.5
7521-YXVZY,1,United States,California,Placerville,"38.733714, -120.795213",38.733714,-120.795213,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,No,0,77,4430,Don't know,7043,4,,19.433333333333334,High,58.3
2373-NTKOD,1,United States,California,Rancho Cordova,"38.602723, -121.279913",38.602723,-121.279913,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,0,60,3026,Don't know,7043,8,,68.30625,Medium,546.45
1970-KKFWL,1,United States,California,Rescue,"38.724322, -120.991237",38.724322,-120.991237,Female,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,No,0,78,2416,Don't know,7043,4,,22.774285714285714,High,797.1
9337-SRRNI,1,United States,California,Rio Oso,"38.954144, -121.482536",38.954144,-121.482536,Male,No,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,No,0,56,6019,Don't know,7043,4,,25.36060606060606,Medium,1673.8
0895-UADGO,1,United States,California,River Pines,"38.545775, -120.743325",38.545775,-120.743325,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,No,0,66,5489,Don't know,7043,4,,42.93125,Medium,343.45
5678-VFNEQ,1,United States,California,Rocklin,"38.7904, -121.236973",38.7904,-121.236973,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No,0,45,4695,Don't know,7043,8,,104.39788732394366,Medium,7412.25
5977-CKHON,1,United States,California,Roseville,"38.759751, -121.288545",38.759751,-121.288545,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,No,0,37,3853,Don't know,7043,12,,93.93023255813954,Low,4039.0
2692-BUCFV,1,United States,California,Shingle Springs,"38.598936, -120.963092",38.598936,-120.963092,Male,Yes,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,No,0,76,5285,Don't know,7043,4,,101.67586206896551,High,2948.6
1830-GGFNM,1,United States,California,Somerset,"38.606703, -120.586659",38.606703,-120.586659,Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,6078.75,No,0,36,4603,Don't know,7043,4,,93.51923076923077,Low,6078.75
5302-BDJNT,1,United States,California,Sutter Creek,"38.432145, -120.77069",38.432145,-120.77069,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,No,0,27,3715,Don't know,7043,4,,97.66285714285713,Low,3418.2
5223-UZAVK,1,United States,California,Thornton,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,No,0,77,4986,Don't know,7043,4,,103.184375,High,6603.8
4859-ZSRDZ,1,United States,California,Vacaville,"38.333133, -121.920151",38.333133,-121.920151,Female,No,Yes,No,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,No,0,69,4080,Don't know,7043,8,,54.601724137931036,Medium,3166.9
5651-WYIPH,1,United States,California,Vacaville,"38.419088, -122.024568",38.419088,-122.024568,Female,Yes,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No,0,71,3283,Don't know,7043,8,,48.09722222222222,High,865.75
9350-VLHMB,1,United States,California,Volcano,"38.481902, -120.603668",38.481902,-120.603668,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No,0,45,6111,Don't know,7043,4,,95.12089552238807,Medium,6373.1
3498-LZGQZ,1,United States,California,Walnut Grove,"38.240419, -121.587535",38.240419,-121.587535,Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,1177.05,No,0,38,6373,Don't know,7043,4,,18.683333333333334,Low,1177.05
8785-CJSHH,1,United States,California,West Sacramento,"38.627951, -121.593287",38.627951,-121.593287,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,No,0,38,6213,Don't know,7043,8,,99.7625,Low,5985.75
3870-SPZSI,1,United States,California,Wilton,"38.392559, -121.225093",38.392559,-121.225093,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,No,0,54,4203,Don't know,7043,4,,112.415,Medium,7869.05
7560-QRBXH,1,United States,California,Woodland,"38.71967, -121.862416",38.71967,-121.862416,Female,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,No,0,21,3396,Don't know,7043,8,,19.514583333333334,Low,936.7
7077-XJMET,1,United States,California,Alta,"39.218096, -120.79153",39.218096,-120.79153,Male,No,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,No,0,52,5426,Don't know,7043,4,,61.78333333333333,Medium,741.4
8752-GHJFU,1,United States,California,Applegate,"38.983388, -120.988814",38.983388,-120.988814,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,No,0,66,4322,Don't know,7043,4,,92.74929577464789,Medium,6585.2
6896-SRVYQ,1,United States,California,Camino,"38.748316, -120.675512",38.748316,-120.675512,Male,Yes,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,3122.4,No,0,48,4374,Don't know,7043,4,,70.96363636363637,Medium,3122.4
4652-ODEVH,1,United States,California,Dutch Flat,"39.197215, -120.83679",39.197215,-120.83679,Male,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,No,0,57,3586,Don't know,7043,4,,24.183333333333334,Medium,1088.25
6510-UPNKS,1,United States,California,Emigrant Gap,"39.23754, -120.720196",39.23754,-120.720196,Female,No,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,615.35,No,0,46,4402,Don't know,7043,4,,26.754347826086956,Medium,615.35
6718-BDGHG,1,United States,California,Gold Run,"39.170376, -120.838404",39.170376,-120.838404,Female,No,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,No,0,72,4000,Don't know,7043,4,,67.63255813953488,High,2908.2
9046-DQMTP,1,United States,California,Kyburz,"38.766036, -120.209673",38.766036,-120.209673,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,No,0,75,5876,Don't know,7043,4,,21.14,High,739.9
6439-LAJXL,1,United States,California,Echo Lake,"38.851842, -120.076204",38.851842,-120.076204,Male,No,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,No,0,29,2452,Don't know,7043,4,,65.98333333333333,Low,593.85
9052-VKDUW,1,United States,California,Pollock Pines,"38.733908, -120.453416",38.733908,-120.453416,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,No,0,39,4452,Don't know,7043,4,,111.19153846153846,Low,7227.45
1666-JZPZT,1,United States,California,Twin Bridges,"38.805481, -120.13287",38.805481,-120.13287,Male,No,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,No,0,51,5428,Don't know,7043,4,,47.827777777777776,Medium,1291.35
5777-KJIRB,1,United States,California,Weimar,"39.00978, -120.978273",39.00978,-120.978273,Female,No,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,No,0,25,2449,Don't know,7043,4,,50.58875,Low,2023.55
7677-SJJJK,1,United States,California,Granite Bay,"38.749466, -121.184196",38.749466,-121.184196,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,No,0,29,3152,Don't know,7043,4,,19.24375,Low,153.95
2480-EJWYP,1,United States,California,Roseville,"38.784329, -121.373245",38.784329,-121.373245,Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,No,0,23,6019,Don't know,7043,12,,94.11724137931034,Low,5458.8
3253-HKOKL,1,United States,California,Elk Grove,"38.35363, -121.44195",38.35363,-121.44195,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,No,0,29,4811,Don't know,7043,8,,100.85480769230769,Low,5244.45
7055-HNEOJ,1,United States,California,El Dorado Hills,"38.684437, -121.055634",38.684437,-121.055634,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,No,0,48,2662,Don't know,7043,4,,51.51666666666667,Medium,154.55
5514-YQENT,1,United States,California,Rocklin,"38.823278, -121.281856",38.823278,-121.281856,Male,No,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No,0,32,5038,Don't know,7043,8,,109.93048780487804,Low,4507.15
3211-AAPKX,1,United States,California,Woodland,"38.694081, -121.694431",38.694081,-121.694431,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,No,0,42,3300,Don't know,7043,8,,101.5975,Medium,2031.95
8445-DNBAE,1,United States,California,Sacramento,"38.584505, -121.491956",38.584505,-121.491956,Male,No,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,No,0,61,5523,Don't know,7043,108,,50.05,Medium,50.05
2958-NHPPS,1,United States,California,Sacramento,"38.574856, -121.46504",38.574856,-121.46504,Male,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,No,0,53,4263,Don't know,7043,108,,20.604347826086954,Medium,473.9
6806-YDEUL,1,United States,California,Sacramento,"38.550722, -121.457314",38.550722,-121.457314,Female,Yes,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No,0,77,3288,Don't know,7043,108,,17.8,High,106.8
1735-XMJVH,1,United States,California,Sacramento,"38.556306, -121.495817",38.556306,-121.495817,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,No,0,58,5416,Don't know,7043,108,,19.075,Medium,152.6
6890-PFRQX,1,United States,California,Sacramento,"38.567594, -121.437507",38.567594,-121.437507,Male,No,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,No,0,24,4466,Don't know,7043,108,,66.63333333333334,Low,1199.4
0222-CNVPT,1,United States,California,Sacramento,"38.53508, -121.444144",38.53508,-121.444144,Male,Yes,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,0,67,4865,Don't know,7043,108,,49.135576923076925,Medium,2555.05
5899-OUVKV,1,United States,California,Sacramento,"38.625096, -121.383658",38.625096,-121.383658,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,No,0,42,3949,Don't know,7043,108,,96.1032258064516,Medium,2979.2
8681-ICONS,1,United States,California,Sacramento,"38.512569, -121.495184",38.512569,-121.495184,Male,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,No,0,72,4667,Don't know,7043,108,,22.58103448275862,High,654.85
1621-YNCJH,1,United States,California,Sacramento,"38.475465, -121.443625",38.475465,-121.443625,Female,No,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,No,0,25,4505,Don't know,7043,108,,106.51111111111112,Low,3834.4
6362-QHAFM,1,United States,California,Sacramento,"38.590035, -121.412455",38.590035,-121.412455,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,No,0,63,5106,Don't know,7043,108,,109.19404761904761,Medium,4586.15
3070-BDOQC,1,United States,California,Sacramento,"38.549185, -121.328386",38.549185,-121.328386,Female,No,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,No,0,41,4616,Don't know,7043,108,,99.0175,Medium,5941.05
6234-PFPXL,1,United States,California,Sacramento,"38.486502, -121.334051",38.486502,-121.334051,Male,No,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,No,0,56,3207,Don't know,7043,108,,101.58863636363635,Medium,2234.95
9824-QCJPK,1,United States,California,Sacramento,"38.490508, -121.284171",38.490508,-121.284171,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,No,0,60,4175,Don't know,7043,108,,18.520833333333332,Medium,666.75
4283-IVYCI,1,United States,California,Sacramento,"38.445939, -121.496855",38.445939,-121.496855,Male,No,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,No,0,66,3013,Don't know,7043,108,,60.86666666666666,Medium,547.8
1866-OBPNR,1,United States,California,Sacramento,"38.619049, -121.517552",38.619049,-121.517552,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No,0,22,5494,Don't know,7043,108,,74.6,Low,74.6
8205-MQUGY,1,United States,California,Sacramento,"38.646209, -121.52446",38.646209,-121.52446,Male,No,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,No,0,37,3582,Don't know,7043,108,,47.59583333333333,Low,571.15
8970-ANWXO,1,United States,California,Sacramento,"38.685069, -121.543709",38.685069,-121.543709,Female,No,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No,0,28,3483,Don't know,7043,108,,76.37391304347825,Low,1756.6
9480-BQJEI,1,United States,California,Sacramento,"38.691607, -121.602284",38.691607,-121.602284,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No,0,58,6468,Don't know,7043,108,,92.44274193548387,Medium,5731.45
6979-TNDEU,1,United States,California,Sacramento,"38.660442, -121.346321",38.660442,-121.346321,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,No,0,42,2879,Don't know,7043,108,,19.60625,Medium,156.85
9777-WJJPR,1,United States,California,Sacramento,"38.687367, -121.34848",38.687367,-121.34848,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,No,0,48,4821,Don't know,7043,108,,86.55483870967741,Medium,2683.2
9495-SKLKD,1,United States,California,Marysville,"39.19514, -121.503883",39.19514,-121.503883,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No,0,63,5322,Don't know,7043,4,,99.03666666666666,Medium,4456.65
6048-UWKAL,1,United States,California,Beale Afb,"39.125311, -121.392283",39.125311,-121.392283,Female,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,No,0,45,5467,Don't know,7043,4,,101.4340579710145,Medium,6998.95
5067-DGXLL,1,United States,California,Alleghany,"39.467828, -120.841386",39.467828,-120.841386,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,No,0,59,5736,Don't know,7043,4,,18.4,Medium,36.8
6281-FKEWS,1,United States,California,Berry Creek,"39.657228, -121.37778",39.657228,-121.37778,Female,No,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,2265.0,No,0,68,3910,Don't know,7043,4,,51.47727272727273,Medium,2265.0
8898-KASCD,1,United States,California,Biggs,"39.457388, -121.818201",39.457388,-121.818201,Male,No,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,No,0,76,3752,Don't know,7043,4,,33.56794871794872,High,1309.15
9242-TKFSV,1,United States,California,Browns Valley,"39.292334, -121.320597",39.292334,-121.320597,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No,0,30,4969,Don't know,7043,4,,66.03194444444445,Low,4754.3
9290-SHCMB,1,United States,California,Brownsville,"39.440687, -121.263583",39.440687,-121.263583,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No,0,28,3098,Don't know,7043,4,,95.04230769230769,Low,1235.55
0743-HNPFG,1,United States,California,Butte City,"39.449794, -121.936372",39.449794,-121.936372,Female,No,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No,0,50,5628,Don't know,7043,4,,69.8529411764706,Medium,3562.5
2277-BKJKN,1,United States,California,Camptonville,"39.432127, -121.099287",39.432127,-121.099287,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,No,0,23,4951,Don't know,7043,4,,101.60211267605634,Low,7213.75
5035-PGZXH,1,United States,California,Chico,"39.745712, -121.84333",39.745712,-121.84333,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,0,49,6161,Don't know,7043,12,,105.61428571428571,Medium,5914.4
8695-WDYEA,1,United States,California,Chico,"39.681488, -121.83721",39.681488,-121.83721,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No,0,57,4483,Don't know,7043,12,,51.25,Medium,51.25
6543-JXSOO,1,United States,California,Clipper Mills,"39.562239, -121.14836",39.562239,-121.14836,Female,No,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,No,0,22,3794,Don't know,7043,4,,55.77608695652174,Low,1282.85
8016-ZMGMO,1,United States,California,Colusa,"39.273096, -122.050763",39.273096,-122.050763,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,No,0,37,5572,Don't know,7043,4,,71.80075757575759,Low,4738.85
8605-ITULD,1,United States,California,Crescent Mills,"40.080342, -120.957805",40.080342,-120.957805,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0,31,5750,Don't know,7043,4,,19.55,Low,19.55
6416-YJTTB,1,United States,California,Downieville,"39.578792, -120.780786",39.578792,-120.780786,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No,0,57,2278,Don't know,7043,4,,72.33181818181818,Medium,795.65
4472-VESGY,1,United States,California,Durham,"39.607831, -121.777959",39.607831,-121.777959,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No,0,48,5123,Don't know,7043,4,,96.02692307692307,Medium,4993.4
3195-TQDZX,1,United States,California,Elk Creek,"39.53222, -122.594879",39.53222,-122.594879,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No,0,42,4050,Don't know,7043,4,,20.483333333333334,Medium,61.45
3128-YOVTD,1,United States,California,Forbestown,"39.531028, -121.24807",39.531028,-121.24807,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No,0,64,6321,Don't know,7043,4,,78.79509803921569,Medium,4018.55
1728-CXQBE,1,United States,California,Glenn,"39.597975, -122.032248",39.597975,-122.032248,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,No,0,63,6020,Don't know,7043,4,,95.021875,Medium,6081.4
7041-TXQJH,1,United States,California,Goodyears Bar,"39.564113, -120.868836",39.564113,-120.868836,Female,No,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No,0,20,5924,Don't know,7043,4,,39.96891891891892,Low,1478.85
5014-GSOUQ,1,United States,California,Grass Valley,"39.194539, -120.988066",39.194539,-120.988066,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No,0,63,2884,Don't know,7043,8,,18.742307692307694,Medium,243.65
5724-BIDBU,1,United States,California,Penn Valley,"39.203817, -121.19584",39.203817,-121.19584,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No,0,26,5601,Don't know,7043,4,,53.754081632653055,Low,2633.95
0481-SUMCB,1,United States,California,Greenville,"40.160386, -120.835428",40.160386,-120.835428,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No,0,69,5391,Don't know,7043,4,,105.23,Medium,4735.35
1769-GRUIK,1,United States,California,Gridley,"39.346898, -121.759537",39.346898,-121.759537,Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,No,0,28,4911,Don't know,7043,4,,69.31944444444444,Low,1247.75
8819-WFGGJ,1,United States,California,Grimes,"39.033058, -121.895718",39.033058,-121.895718,Male,No,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No,0,30,4601,Don't know,7043,4,,55.8014705882353,Low,3794.5
7427-AUFPY,1,United States,California,Hamilton City,"39.732767, -122.042298",39.732767,-122.042298,Male,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,No,0,70,5708,Don't know,7043,4,,18.67962962962963,Medium,1008.7
2811-POVEX,1,United States,California,Live Oak,"39.258746, -121.77697",39.258746,-121.77697,Female,Yes,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No,0,70,3937,Don't know,7043,4,,92.63260869565218,Medium,2130.55
7898-PDWQE,1,United States,California,Maxwell,"39.281194, -122.226568",39.281194,-122.226568,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No,0,20,5228,Don't know,7043,4,,80.66408450704225,Low,5727.15
9972-EWRJS,1,United States,California,Meadow Valley,"39.937017, -121.058043",39.937017,-121.058043,Female,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,0,61,5154,Don't know,7043,4,,20.491044776119406,Medium,1372.9
9314-IJWSQ,1,United States,California,Meridian,"39.068071, -121.832638",39.068071,-121.832638,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No,0,80,2452,Don't know,7043,4,,85.99285714285715,High,1203.9
5799-JRCZO,1,United States,California,North San Juan,"39.423046, -120.984472",39.423046,-120.984472,Female,No,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No,0,44,4370,Don't know,7043,4,,19.287301587301585,Medium,1215.1
1921-KYSAY,1,United States,California,Olivehurst,"39.082568, -121.55325",39.082568,-121.55325,Female,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No,0,34,4572,Don't know,7043,4,,70.1719512195122,Low,2877.05
